jobId,employerId,hourlyRate,startTime,endTime,daysToWork,educationRequirement
483,853,34.26243603,53:00.0,53:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
484,853,18.6357903,04:00.0,04:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
485,853,21.29820828,02:00.0,02:00.0,"[Monday,Saturday,Friday,Sunday,Thursday]",HighSchoolOrCollege
486,853,12.6506279,16:00.0,16:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
487,853,11.98666251,28:00.0,28:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
488,853,17.73005344,30:00.0,30:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
489,854,26.57555695,53:00.0,53:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
490,854,20.59847293,31:00.0,31:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
491,854,13.89702866,57:00.0,57:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
492,854,11.29808543,05:00.0,05:00.0,"[Wednesday,Friday,Sunday,Saturday,Thursday]",Bachelors
493,855,18.00224282,11:00.0,11:00.0,"[Wednesday,Saturday,Sunday,Tuesday,Thursday]",Low
494,855,36.50211921,45:00.0,45:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
495,855,10,49:00.0,49:00.0,"[Friday,Tuesday,Wednesday,Saturday,Sunday]",Low
496,855,35.0760973,40:00.0,40:00.0,"[Tuesday,Thursday,Friday,Monday,Wednesday]",Bachelors
497,855,15.98101852,13:00.0,13:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
498,855,14.00807832,01:00.0,01:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
499,855,10,34:00.0,34:00.0,"[Tuesday,Thursday,Monday,Friday,Sunday]",HighSchoolOrCollege
500,856,10,44:00.0,44:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
501,856,10.14043755,29:00.0,29:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
502,856,10,58:00.0,58:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
503,856,63.5415947,44:00.0,44:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
504,856,10,22:00.0,22:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
505,856,15.23488166,09:00.0,09:00.0,"[Sunday,Wednesday,Monday,Thursday,Tuesday]",HighSchoolOrCollege
506,856,10.76599519,59:00.0,59:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
507,857,20.5958614,49:00.0,49:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
508,857,15.03943825,46:00.0,46:00.0,"[Sunday,Saturday,Friday,Thursday,Monday]",Low
509,857,11.44757195,48:00.0,48:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
510,857,12.67833578,44:00.0,44:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
511,857,10,47:00.0,47:00.0,"[Sunday,Wednesday,Friday,Saturday,Tuesday]",Low
512,857,27.87379484,29:00.0,29:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
513,857,16.63619359,12:00.0,12:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
514,857,31.84704238,18:00.0,18:00.0,"[Sunday,Tuesday,Saturday,Friday,Thursday]",Bachelors
515,858,10.03044496,31:00.0,31:00.0,"[Friday,Tuesday,Monday,Thursday,Sunday]",Bachelors
516,858,10,47:00.0,47:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
517,859,10,49:00.0,49:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
518,859,15.69324335,02:00.0,02:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
519,859,14.75987241,20:00.0,20:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
520,859,33.28260074,19:00.0,19:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
521,859,19.25101097,02:00.0,02:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
522,859,24.56558829,39:00.0,39:00.0,"[Tuesday,Thursday,Friday,Monday,Saturday]",Bachelors
523,860,10,28:00.0,28:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
524,860,13.43366672,27:00.0,27:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
525,860,10,34:00.0,34:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
526,860,12.48876805,26:00.0,26:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
527,860,15.40345667,45:00.0,45:00.0,"[Sunday,Monday,Saturday,Tuesday,Thursday]",Bachelors
528,861,10,11:00.0,11:00.0,"[Sunday,Friday,Monday,Wednesday,Tuesday]",HighSchoolOrCollege
529,861,10.20228322,45:00.0,45:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
530,861,15.01528842,12:00.0,12:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
531,861,23.37893783,00:00.0,00:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
532,861,10,46:00.0,46:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
533,862,13.96940265,29:00.0,29:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
534,862,12.34713785,45:00.0,45:00.0,"[Monday,Wednesday,Tuesday,Friday,Saturday]",Low
535,862,10,39:00.0,39:00.0,"[Friday,Thursday,Wednesday,Tuesday,Monday]",HighSchoolOrCollege
536,862,12.66273742,07:00.0,07:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
537,863,13.29030042,53:00.0,53:00.0,"[Friday,Sunday,Monday,Wednesday,Tuesday]",Bachelors
538,863,17.53831529,18:00.0,18:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
539,863,20.4384246,30:00.0,30:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
540,863,21.76216614,13:00.0,13:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
541,863,17.11564664,09:00.0,09:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
542,864,47.73380449,44:00.0,44:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
543,864,23.78541456,54:00.0,54:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
544,864,24.38485283,43:00.0,43:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
545,865,21.35916574,44:00.0,44:00.0,"[Friday,Thursday,Sunday,Saturday,Wednesday]",Bachelors
546,865,10,22:00.0,22:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
547,865,13.0953204,52:00.0,52:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
548,865,13.04682357,36:00.0,36:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
549,865,79.80032482,21:00.0,21:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
550,865,21.3572594,52:00.0,52:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
551,865,10.41551478,13:00.0,13:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
552,865,15.27427817,25:00.0,25:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
553,866,64.69683552,58:00.0,58:00.0,"[Thursday,Wednesday,Monday,Sunday,Saturday]",Graduate
554,866,13.93048822,57:00.0,57:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
555,867,23.32116775,12:00.0,12:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
556,867,44.51439516,47:00.0,47:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
557,867,10,46:00.0,46:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
558,867,19.0141338,56:00.0,56:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
559,867,10.08523002,11:00.0,11:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
560,867,24.70368837,39:00.0,39:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
561,867,10,16:00.0,16:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
562,867,11.62081578,57:00.0,57:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
563,867,22.49627483,11:00.0,11:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
564,868,17.76746766,54:00.0,54:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
565,868,29.23031374,00:00.0,00:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
566,868,31.46966755,55:00.0,55:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
567,868,10,19:00.0,19:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
568,868,10,18:00.0,18:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
569,868,14.195924,00:00.0,00:00.0,"[Tuesday,Monday,Sunday,Friday,Saturday]",HighSchoolOrCollege
570,868,20.00669938,22:00.0,22:00.0,"[Wednesday,Saturday,Sunday,Friday,Thursday]",HighSchoolOrCollege
571,868,10,09:00.0,09:00.0,"[Sunday,Thursday,Monday,Saturday,Friday]",HighSchoolOrCollege
572,868,10.56319413,44:00.0,44:00.0,"[Friday,Thursday,Monday,Tuesday,Sunday]",Low
573,869,21.22609094,05:00.0,05:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
574,869,10,23:00.0,23:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
575,869,14.49301988,57:00.0,57:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
576,869,28.67373559,03:00.0,03:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
577,869,10,56:00.0,56:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
578,869,17.3142405,38:00.0,38:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
579,869,10,55:00.0,55:00.0,"[Thursday,Friday,Wednesday,Saturday,Monday]",HighSchoolOrCollege
580,870,12.13261387,53:00.0,53:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
581,870,64.80188638,24:00.0,24:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
582,870,14.8200183,16:00.0,16:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
583,870,14.99400586,05:00.0,05:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
584,870,10,19:00.0,19:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
585,871,34.82608065,45:00.0,45:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
586,871,16.12433353,25:00.0,25:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
587,871,12.22295036,42:00.0,42:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
588,871,18.51452478,35:00.0,35:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
589,871,10,32:00.0,32:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
590,871,26.86493336,28:00.0,28:00.0,"[Thursday,Wednesday,Saturday,Sunday,Tuesday]",Bachelors
591,871,10,59:00.0,59:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
592,871,10,38:00.0,38:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
593,871,11.66557366,16:00.0,16:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
594,872,13.9235076,28:00.0,28:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
595,872,25.27533931,57:00.0,57:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
596,872,10.87631044,12:00.0,12:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
597,872,14.25958469,32:00.0,32:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
598,873,14.29753631,39:00.0,39:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
599,873,23.48381688,57:00.0,57:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
600,873,10,16:00.0,16:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
601,873,17.06173479,04:00.0,04:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
602,873,10,24:00.0,24:00.0,"[Wednesday,Monday,Saturday,Thursday,Sunday]",HighSchoolOrCollege
603,873,100,46:00.0,46:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
604,873,10,55:00.0,55:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
605,873,10.10693911,51:00.0,51:00.0,"[Wednesday,Saturday,Monday,Friday,Sunday]",HighSchoolOrCollege
606,874,15.83564862,36:00.0,36:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
607,874,14.37727503,10:00.0,10:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
608,874,12.507822,07:00.0,07:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
609,874,24.30465267,43:00.0,43:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
610,874,23.84499686,46:00.0,46:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
611,874,49.04610982,53:00.0,53:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
612,875,53.56354757,37:00.0,37:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
613,875,10,56:00.0,56:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
614,876,17.09445138,58:00.0,58:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
615,876,12.97335127,21:00.0,21:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
616,876,29.08047646,19:00.0,19:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
617,876,19.74803741,45:00.0,45:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
618,876,10,03:00.0,03:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
619,876,10.81990473,56:00.0,56:00.0,"[Sunday,Saturday,Friday,Monday,Tuesday]",HighSchoolOrCollege
620,876,16.86906995,50:00.0,50:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
621,876,10,00:00.0,00:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
622,876,37.58949133,12:00.0,12:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
623,877,19.75449592,40:00.0,40:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
624,877,35.33503968,51:00.0,51:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
625,877,37.39127249,17:00.0,17:00.0,"[Sunday,Friday,Saturday,Tuesday,Wednesday]",HighSchoolOrCollege
626,877,54.82148479,07:00.0,07:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
627,877,10,21:00.0,21:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
628,877,18.83656357,34:00.0,34:00.0,"[Sunday,Saturday,Monday,Friday,Tuesday]",HighSchoolOrCollege
629,877,12.88475577,06:00.0,06:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
630,877,30.86991528,51:00.0,51:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
631,877,10,33:00.0,33:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
632,878,10.03295428,41:00.0,41:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
633,878,25.01344988,39:00.0,39:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
634,878,21.72622062,27:00.0,27:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
635,878,14.37992375,48:00.0,48:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
636,878,10,10:00.0,10:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
637,878,10,52:00.0,52:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
638,878,10,44:00.0,44:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
639,878,20.16938997,31:00.0,31:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
640,878,31.41801847,44:00.0,44:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
641,879,14.60792828,30:00.0,30:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
642,879,11.4280841,45:00.0,45:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
643,879,31.38349391,46:00.0,46:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
644,880,15.90519797,29:00.0,29:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
645,880,13.52349286,42:00.0,42:00.0,"[Monday,Saturday,Friday,Thursday,Sunday]",HighSchoolOrCollege
646,880,21.6927386,04:00.0,04:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
647,880,10.1637189,06:00.0,06:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
648,880,13.32127131,19:00.0,19:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
649,880,12.50498983,40:00.0,40:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
650,881,29.53219697,43:00.0,43:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
651,881,24.41288047,09:00.0,09:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
652,882,10.49610454,55:00.0,55:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
653,882,14.33631238,54:00.0,54:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
654,882,28.70758202,36:00.0,36:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
655,883,13.78126458,31:00.0,31:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
656,883,13.13630771,50:00.0,50:00.0,"[Tuesday,Saturday,Monday,Friday,Sunday]",Low
657,883,17.18065514,24:00.0,24:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
658,883,28.96318161,05:00.0,05:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
659,883,19.64756553,05:00.0,05:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
660,883,10.39516352,37:00.0,37:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
661,883,26.08784367,47:00.0,47:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
662,883,10.84453604,16:00.0,16:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
663,884,15.99059957,52:00.0,52:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
664,884,30.09740661,38:00.0,38:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
665,884,10.09243545,34:00.0,34:00.0,"[Sunday,Friday,Saturday,Tuesday,Thursday]",HighSchoolOrCollege
666,885,19.30215201,32:00.0,32:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
667,885,11.09277692,43:00.0,43:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
668,885,24.06599972,48:00.0,48:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
669,885,16.92934322,33:00.0,33:00.0,"[Sunday,Saturday,Friday,Thursday,Tuesday]",HighSchoolOrCollege
670,885,16.79246156,34:00.0,34:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
671,885,26.45385251,09:00.0,09:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
672,886,19.30343432,37:00.0,37:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
673,886,21.00579939,51:00.0,51:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
674,886,21.03850715,24:00.0,24:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
675,887,10,01:00.0,01:00.0,"[Saturday,Thursday,Monday,Friday,Sunday]",Low
676,887,14.61849083,13:00.0,13:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
677,887,13.45286788,34:00.0,34:00.0,"[Saturday,Tuesday,Thursday,Sunday,Wednesday]",HighSchoolOrCollege
678,887,20.24751308,03:00.0,03:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
679,887,13.65608405,24:00.0,24:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
680,887,24.50341008,21:00.0,21:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
681,888,12.38051858,02:00.0,02:00.0,"[Wednesday,Saturday,Sunday,Tuesday,Monday]",HighSchoolOrCollege
682,888,15.00679611,05:00.0,05:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
683,888,10.64493197,11:00.0,11:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
684,888,16.76946954,53:00.0,53:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
685,889,20.35444449,26:00.0,26:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
686,889,26.16081628,42:00.0,42:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
687,890,10,27:00.0,27:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
688,890,10,07:00.0,07:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
689,890,11.47942783,22:00.0,22:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
690,891,25.36569707,10:00.0,10:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
691,891,16.5205803,07:00.0,07:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
692,891,10,40:00.0,40:00.0,"[Thursday,Monday,Friday,Sunday,Tuesday]",HighSchoolOrCollege
693,891,24.77754843,03:00.0,03:00.0,"[Sunday,Tuesday,Saturday,Friday,Thursday]",HighSchoolOrCollege
694,891,34.26153278,51:00.0,51:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
695,1279,10,08:00.0,08:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
696,1279,13.02274429,08:00.0,08:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
697,1279,64.39233631,30:00.0,30:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
698,1279,10.55471628,54:00.0,54:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
699,1280,12.24575277,39:00.0,39:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
700,1280,10.09165752,47:00.0,47:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
701,1280,12.78267236,12:00.0,12:00.0,"[Friday,Wednesday,Tuesday,Saturday,Sunday]",HighSchoolOrCollege
702,1280,29.03552464,32:00.0,32:00.0,"[Saturday,Thursday,Tuesday,Wednesday,Friday]",HighSchoolOrCollege
703,1280,22.65824008,49:00.0,49:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
704,1280,10,49:00.0,49:00.0,"[Sunday,Thursday,Monday,Friday,Tuesday]",Low
705,1281,42.11186487,11:00.0,11:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
706,1281,17.92060815,08:00.0,08:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
707,1281,10.75665196,51:00.0,51:00.0,"[Sunday,Thursday,Friday,Monday,Wednesday]",Low
708,1281,26.06700586,35:00.0,35:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
709,1281,26.32382156,06:00.0,06:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
710,1282,10,24:00.0,24:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
711,1282,22.31062571,47:00.0,47:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
712,1282,10,33:00.0,33:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
713,1282,10,12:00.0,12:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
714,1282,26.17822023,33:00.0,33:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
715,1282,10,01:00.0,01:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
716,1283,12.93859263,23:00.0,23:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
717,1283,13.31650058,53:00.0,53:00.0,"[Saturday,Friday,Thursday,Wednesday,Sunday]",HighSchoolOrCollege
718,1283,18.47011387,57:00.0,57:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
719,1283,22.47097517,46:00.0,46:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
720,1283,10.6411017,58:00.0,58:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
721,1283,38.41091944,02:00.0,02:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
722,1283,10,54:00.0,54:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
